X,Y,objectid,name,address,city,zip,island_dist,type,source
-157.877863264293,21.3387476951724,382,PACT Linapuni Head Start,1434 Linapuni Street,Honolulu,96819,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.891439637916,21.3328853821478,383,PACT Kahauiki Village Head Start,2625 North Nimitz Highway,Honolulu,96819,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.752026999957,21.2786010001589,384,Holy Nativity School,5286 Kalanianaole Highway,Honolulu,96821,Oahu,Licensed Group Child Care (Preschools),PATCH
-155.83620628513,20.207301207864,385,Kamehameha Schools- Kohala Preschool,55-1999 Kohala Mountain Road,Hawi,96719,West Hawaii,Licensed Group Child Care (Preschools),PATCH
-155.641957956835,20.0296845861478,386,Kamehameha Schools- Waimea Preschool,64-780 Mamalahoa Highway,Kamuela,96743,West Hawaii,Licensed Group Child Care (Preschools),PATCH
-156.330952177852,20.8273271100305,387,Carden Academy Of Maui,55 Makaena Place,Pukalani,96768,Maui,Licensed Group Child Care (Preschools),PATCH
-158.171755012999,21.4094199851073,388,Punana Leo O Waianae,"87-790 Kulauku St, Pod A, Classroom 2",Waianae,96792,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.789896814135,21.4093823023731,389,Punana Leo O Ko'olau Poko,"45-233 Kulauli St #C-5, C-6",Kaneohe,96744,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.821802438866,21.3000031271833,390,Punana Leo O Manoa,2331 Seaview Ave,Honolulu,96822,Oahu,Licensed Group Child Care (Preschools),PATCH
-155.91968367477,19.5084156726669,391,Punana Leo O Kona,81-1004 Konawaena School Road,Kealakekua,96750,West Hawaii,Licensed Group Child Care (Preschools),PATCH
-155.640477123343,20.0301177672425,392,Punana Leo O Waimea,64-756 Mamalahoa Highway,Kamuela,96743,West Hawaii,Licensed Group Child Care (Preschools),PATCH
-155.028099569118,19.6048142509331,393,Punana Leo O Hilo ,16-120 Opukahaia Street,Keaau,96749,East Hawaii,Licensed Group Child Care (Preschools),PATCH
-155.984444873344,20.7539724306828,394,Punana Leo O Hana,5060 Uakea Road,Hana,96713,Maui,Licensed Group Child Care (Preschools),PATCH
-156.504749298145,20.8859202269573,395,Punana Leo O Maui,103 South High Street,Wailuku,96793,Maui,Licensed Group Child Care (Preschools),PATCH
-156.673455808553,20.8703991438383,396,Punana Leo O Lahaina,547 Wainee Street,Lahaina,96761,Maui,Licensed Group Child Care (Preschools),PATCH
-157.050699819456,21.1632773803291,397,Punana Leo O Molokai,2200 Farrington Avenue,Hoolehua,96729,Molokai,Licensed Group Child Care (Preschools),PATCH
-159.397879880647,21.9661000359302,398,Punana Leo O Kauai ,3-1821 Kaumualii Highway,Lihue,96766,Kauai,Licensed Group Child Care (Preschools),PATCH
-155.116454248798,19.7171434385575,399,Kamehameha Preschool - Piihonua ,1350 Waianuenue Ave,Hilo,96720,East Hawaii,Licensed Group Child Care (Preschools),PATCH
-155.080132652031,19.7041840660175,400,Kamehameha Preschool - Hilo ,300 W. Lanikaula Street,Hilo,96720,East Hawaii,Licensed Group Child Care (Preschools),PATCH
-155.091836484158,19.7235543207664,401,Kamehameha Preschool - Waianuenue ,374 Waianuenue Avenue,Hilo,96720,East Hawaii,Licensed Group Child Care (Preschools),PATCH
-155.043621408374,19.7276600457852,402,Kamehameha Preschool - Keaukaha ,162 Baker Avenue,Hilo,96720,East Hawaii,Licensed Group Child Care (Preschools),PATCH
-157.698375290963,21.330616495057,403,Kamehameha Schools Preschool - Waimanalo,41-235 Ilauhole Street,Waimanalo,96795,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.188215997757,21.4512420442423,404,Kamehameha Schools Preschool - Puu Kahea,85-179 Ala Hema Street,Waianae,96792,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.110316999698,21.5900729997134,405,Kamehameha Schools Preschool - Haleiwa I & II,66-279 A Haleiwa Rd,Haleiwa,96712,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.160200903281,21.3979985625822,406,Kamehameha Schools Preschool - Hoaliku Drake,87-115 Waiolu Street,Waianae,96792,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.954238999904,21.6763289998831,407,Kamehameha Schools Preschool - Kahuku,56-117 Pualalea St #17,Kahuku,96731,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.866282216611,21.339098982851,408,Kamehameha Schools Preschool - Kalihi- Palama,1850 Makuakane Street,Honolulu,96817,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.844873781298,21.4578621074485,409,Kamehameha Schools Preschool - Kahaluu,47-253 Waihee Rd,Kaneohe,96744,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.144482965674,21.3805235103083,410,Kamehameha Schools Preschool - Nanakuli,89-101 Farrington Hwy.,Waianae,96792,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.144482965674,21.3805235103083,411,Kamehameha Schools Preschool - Nanakuli II,89-101 Farrington Hwy,Waianae,96792,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.818298500402,21.4107930000159,412,Kamehameha Schools Preschool - Heeia,46-430 Kahuhipa Street,Kaneohe,96744,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.171755012999,21.4094199851073,413,Kamehameha Schools Preschool - Ma'ili,"87-790 Kulauku St, Pod C-11 & C-12",Waianae,96792,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.865787837684,21.3381854608663,414,Kamehameha Schools Preschool - Kapalama,1867 Kaikunane Loop,Honolulu,96817,Oahu,Licensed Group Child Care (Preschools),PATCH
-155.369682264786,20.0399209994413,415,Kamehameha Preschool - Hamakua ,43-1377 Hawaii Belt Road,Paauilo,96776,East Hawaii,Licensed Group Child Care (Preschools),PATCH
-158.104769754611,21.5819536176972,416,Ka Hana Pono Daycare,66-434 Kamehameha Hwy.,Haleiwa,96712,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.078294999898,21.3364619997886,417,Seagull School At Kapolei,531 Farrington Hwy,Kapolei,96707,Oahu,Licensed Group Child Care (Preschools),PATCH
-156.322920597161,20.9154602086634,418,Roots Preschool,740 Haiku Road,Haiku,96708,Maui,Licensed Group Child Care (Preschools),PATCH
-157.853175273286,21.316177768417,419,Hongwanji Mission School Preschool,1728 Pali Highway,Honolulu,96813,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.852051477663,21.3218874090468,420,Hawaii Baptist Academy Junior Kindergarten,21 Bates Street,Honolulu,96817,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.822579447168,21.2944562328735,421,The Early School,2510 Bingham Street,Honolulu,96826,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.751754137593,21.4251699408778,422,Parent Participation Nursery School,92 Kaneohe Bay Dr,Kailua,96734,Oahu,Licensed Group Child Care (Preschools),PATCH
-159.317904433088,22.0753777058045,423,"Kauai Independent Daycare Services, Inc.(K.I.D.S.)",1346 Inia Street,Kapaa,96746,Kauai,Licensed Group Child Care (Preschools),PATCH
-155.470336198842,20.0796032362259,424,Ka Hale O Na Keiki Preschool ,45-3668 Honokaa-waipio Rd,Honokaa,96727,East Hawaii,Licensed Group Child Care (Preschools),PATCH
-158.171755012999,21.4094199851073,425,Waianae Early Education Center At Ma'ili,"87-790 KULAUKU STREET, POD B-7 & B-8",Waianae,96792,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.20147612398,21.4669701946239,426,Waianae Early Education Center,84-1061 Noholio Rd,Waianae,96792,Oahu,Licensed Group Child Care (Preschools),PATCH
-155.987357141685,19.6420427567205,427,The Salvation Army Ohana Keiki Day Care Center,75-223 Kalani Street,Kailua-kona,96740,West Hawaii,Licensed Group Child Care (Preschools),PATCH
-155.987569084441,19.6745104238521,428,"Hawaii Montessori Schools; Kona Campus Primary Pro",74-978 Manawalea Street,Kailua-kona,96740,West Hawaii,Licensed Group Child Care (Preschools),PATCH
-157.996411763426,21.4727312632827,429,Mililani Community Church Preschool,95-1100 Kaapeha Street,Mililani Town,96789,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.955518368315,21.4246632594079,430,Palisades Baptist Church Preschool,2251 Auhuhu Street,Pearl City,96782,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.995435061838,21.4202129378386,431,Grace Fellowship Childrens Center,94-1323 Waipio Uka Street,Waipahu,96797,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.834759500163,21.3032700003312,432,St Clements School,1515 Wilder Avenue,Honolulu,96822,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.858015500411,21.3040529999646,433,Kawaiahao Church School,872 Mission Lane,Honolulu,96813,Oahu,Licensed Group Child Care (Preschools),PATCH
-155.11010479348,19.7085254757938,434,Kaumana Baptist Keikiland ,388 Kaumana Drive,Hilo,96720,East Hawaii,Licensed Group Child Care (Preschools),PATCH
-155.941059391952,19.5662330800138,435,PACT Keauhou Head Start,78-6804 Mamalahoa Highway,Holualoa,96725,West Hawaii,Licensed Group Child Care (Preschools),PATCH
-155.982203587623,19.6689494629698,436,PACT Kealakehe Head Start,"74-5118 Kealakaa Street; Room Pb-14",Kailua-kona,96740,West Hawaii,Licensed Group Child Care (Preschools),PATCH
-155.6701607862,20.0194084258845,437,PACT Waimea Elementary Head Start,"67-1225 Mamalahoa Highway; Room V-103",Kamuela,96743,West Hawaii,Licensed Group Child Care (Preschools),PATCH
-157.832360192648,21.2975986496929,438,Olivet Baptist Preschool,1775 S. Beretania Street,Honolulu,96826,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.828899373875,21.2944714239217,439,Angels At Play Preschool & Kindergarten,2062 South King Street,Honolulu,96826,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.946854171364,21.3962861599005,440,Alphabetland Preschool and Kindergarten - Newtown,98-456 Kaahele Street,Aiea,96701,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.963720500422,21.4106039995962,441,Alphabetland Preschool - Pearl City,1716 Komo Mai Drive,Pearl City,96782,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.035495661431,21.0963055206724,442,Kamehameha Preschool-Kalamaula ,612 Maunaloa Highway Building A,Kaunakakai,96748,Molokai,Licensed Group Child Care (Preschools),PATCH
-158.128670486547,21.5677615459021,443,Punana Leo O Waialua,67-174 Farrington Hwy.,Waialua,96791,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.034718837302,21.3429547808825,444,"Ewa Plains Enrichment Programs, LLC DBA Ewa Beach Preschool",91-1258 Renton Road,Ewa Beach,96706,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.01014699993,21.3118919999253,445,Enrichment Academy Child Care Tutoring Service LLC.,91-679 Ft. Weaver Rd,Ewa Beach,96706,Oahu,Licensed Group Child Care (Preschools),PATCH
-156.463504260151,20.8830755153537,446,Kahului Baptist Preschool,309 South Puunene Avenue,Kahului,96732,Maui,Licensed Group Child Care (Preschools),PATCH
-156.676027329338,20.8697438469744,447,Holy Innocents Preschool,561 Front Street,Lahaina,96761,Maui,Licensed Group Child Care (Preschools),PATCH
-157.863388348704,21.3098585232497,448,Strode Montessori Mauka Preschool,36 Merchant Street,Honolulu,96813,Oahu,Licensed Group Child Care (Preschools),PATCH
-156.363359192421,20.8994125319415,449,"Aloha Kai Academy, INC. ",954 Baldwin Avenue,Paia,96779,Maui,Licensed Group Child Care (Preschools),PATCH
-157.847012891221,21.3313754687432,450,Punana Leo O Nuuanu,110 Coello Way,Honolulu,96817,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.009966230025,21.5019206947586,451,Trinity Lutheran School Preschool Program,1611 California Avenue,Wahiawa,96786,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.888579500123,21.3273180002406,452,Kulia Christian Academy,290 Sand Island Access Road,Honolulu,96819,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.006875499837,21.3869070001443,453,Kid's Prep Preschool,94-440 Mokuola Street,Waipahu,96797,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.781104652562,21.2786782870045,454,"Mary, Star Of The Sea Early Learning Center",4470 Aliikoa Street #100,Honolulu,96821,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.785675487169,21.2722686859202,455,KCAA Wai Kahala Preschool,1261 Pueo Street,Honolulu,96816,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.707399980189,21.2909655642293,456,KCAA Kuapa Preschool,6774 Hawaii Kai Drive,Honolulu,96825,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.008567499792,21.3823799995655,457,St Joseph School Pre-Kindergarten,94-651 Farrington Hwy,Waipahu,96797,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.763994023421,21.3750572472167,458,Trinity Christian School,875 Auloa Road,Kailua,96734,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.964287499837,21.4051679998878,459,Our Lady Of Good Counsel Preschool,1530 Hoolana St,Pearl City,96782,Oahu,Licensed Group Child Care (Preschools),PATCH
-159.378120038249,21.9738641284344,460,Kauai Montessori Project,4534 Uahi Road,Lihue,96766,Kauai,Licensed Group Child Care (Preschools),PATCH
-155.986839799811,19.6320113264003,461,University Of The Nations Preschool,"75-5851 Kuakini Highway; #228",Kailua-kona,96740,West Hawaii,Licensed Group Child Care (Preschools),PATCH
-156.305211051854,20.83695988495,462,The Meleaina School,641 Olinda Road,Makawao,96768,Maui,Licensed Group Child Care (Preschools),PATCH
-156.372010518856,20.9033463440724,463,Doris Todd Christian Academy,519 Baldwin Avenue,Paia,96779,Maui,Licensed Group Child Care (Preschools),PATCH
-157.787244354921,21.2806408353704,464,Wesley Childrens Programs Enrichment ,1350 Hunakai Street,Honolulu,96816,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.8217168738,21.4089716449198,465,Na Pualei 'O Sarah Kupanihi Kamakau,46-500 Kuneki Street,Kaneohe,96744,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.069646521817,21.1634979980177,466,All God's Children Preschool,495 Puupeeula Avenue,Hoolehua,96729,Molokai,Licensed Group Child Care (Preschools),PATCH
-157.820948999744,21.2906160003986,467,KCAA Mother Rice Preschool,2707 South King Street,Honolulu,96826,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.790029500018,21.3036659995933,468,Keiki O Ka Aina Preschool - Palolo Site,2528 10th Avenue,Honolulu,96816,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.798345500019,21.408047999826,469,Saint Mark Lutheran School ELC,45-725 Kamehameha Hwy,Kaneohe,96744,Oahu,Licensed Group Child Care (Preschools),PATCH
-156.000465115905,20.7755842953629,470,Hāna High & Elementary,4111 Hana Hwy.,Hana,96713,Maui,Public-private partnership,EOEL
-158.134018499849,21.3878070003139,471,Nānākuli Elementary,89-778 Haleakala Avenue,Waianae,96792,Oahu,Public-private partnership,EOEL
-157.884516000438,21.3273450002986,472,Puʻuhale Elementary,345 Puuhale Road,Honolulu,96819,Oahu,Public-private partnership,EOEL
-155.6701607862,20.0194084258845,473,Waimea Elementary,67-1225 Mamalahoa Hwy.,Kamuela,96743,Hawaii,Public-private partnership,EOEL
-155.035886005276,19.7348428798713,474,Ka ʻUmeke Kāeo Public Charter School,1500 Kalanianaole Avenue.,Hilo,96720,Hawaii,Charter,EOEL
-155.028099569118,19.6048142509331,475,Ke Kula ʻo Nāwahīokalaniʻōpuʻu Iki Laboratory Public Charter School,16-120 Opukahaia St.,Kea'au,96749,Hawaii,Charter,EOEL
-155.640477123343,20.0301177672425,476,Ke Kula ʻo Nāwahīokalaniʻōpuʻu Iki Laboratory Public Charter School,64-756 Mamalahoa Hwy.,Waimea,96743,Hawaii,Charter,EOEL
-158.141218722102,21.3775462438108,477,Ke Kula ʻo Nāwahīokalaniʻōpuʻu Iki Laboratory Public Charter School,89-308 Farrington Hwy.,Waianae,96792,Oahu,Charter,EOEL
-155.089459782621,19.7255049059928,478,Kua O Ka Lā New Century Public Charter School,42 Kinoʻole St,Hilo,96720,Hawaii,Charter,EOEL
-155.055658187816,19.6713372360616,479,Kua O Ka Lā New Century Public Charter School,345 Makalika St.,Hilo,96720,Hawaii,Charter,EOEL
-155.226495704852,19.980371644807,480,Laupāhoehoe Community Public Charter School,35-2065 Old Mamalahoa HWY,Laupahoehoe,96764,Hawaii,Charter,EOEL
-155.108723136163,19.5491990663962,481,Nā Wai Ola Public Charter School,18-1355 Volcano Hwy,Mountain View,96771,Hawaii,Charter,EOEL
-155.173685084881,19.4549764836066,482,Volcano School of Arts & Sciences,99-128 Old Volcano Road,Volcano,96785,Hawaii,Charter,EOEL
-159.715683997366,21.9725222037658,483,Ke Kula Niʻihau O Kekaha Learning Center,8135 Kekaha Rd.,Kekaha,96752,Kauai,Charter,EOEL
-157.036511876202,21.1521869823111,484,Kualapuʻu Charter School ,260 Farrington Avenue,Kualapuu,96757,Molokai,Charter,EOEL
-158.195062521725,21.4564629242679,485,Kamaile Academy Public Charter School,85-180 Ala Akau Street,Waianae,96792,Oahu,Charter,EOEL
-157.8217168738,21.4089716449198,486,Ke Kula ʻo Samuel M. Kamakau Laboratory Public Charter School,46-500 Kuneki Street,Kaneohe,96744,Oahu,Charter,EOEL
-157.792798673562,21.2764445851002,487,Waiʻalae Elementary Public Charter School,1045 19th Avenue,Honolulu,96816,Oahu,Charter,EOEL
-157.927945500185,21.3757650001284,488,Aiea Elementary,99-370 Moanalua Road,Aiea,96701,Oahu,DOE,EOEL
-155.077546571981,19.7139012766845,489,Chiefess Kapi'olani Elementary,966 Kilauea Avenue,Hilo,96720,Hawaii,DOE,EOEL
-159.583897711969,21.9093406383107,490,ʻEleʻele Elementary,4750 Uliuli Road,Eleele,96705,Kauai,DOE,EOEL
-158.113453840857,21.5844208792318,491,Hale'iwa Elementary,66-505 Haleiwa Road,Haleiwa,96712,Oahu,DOE,EOEL
-155.094532984833,19.7219083988685,492,Hilo Union Elementary,506 Waianuenue Avenue,Hilo,96720,Hawaii,DOE,EOEL
-155.879692856911,19.4507269848089,493,Honaunau Elementary,83-5360 Mamalahoa Highway,Captain Cook,96704,Hawaii,DOE,EOEL
-155.464100735828,20.0755071419247,494,Honokaʻa Elementary,45-534 Pakalana Street ,Honokaa,96727,Hawaii,DOE,EOEL
-157.74113611784,21.3959679952035,495,Kailua Elementary,315 Kuulei Road,Kailua,96734,Oahu,DOE,EOEL
-157.862097724015,21.3455942665574,496,Kalihi Uka Elementary,2411 Kalihi Street,Honolulu,96819,Oahu,DOE,EOEL
-157.868707877919,21.335074464376,497,Kapālama Elementary,1601 N School Street,Honolulu,96817,Oahu,DOE,EOEL
-157.018332852256,21.0886350363254,498,Kaunakakai Elementary,30 Ailoa Street,Kaunakakai,96748,Molokai,DOE,EOEL
-155.034522446083,19.6131810047804,499,Keaʻau Elementary,16-680 Keaau-Pahoa Road,Keaau,96749,Hawaii,DOE,EOEL
-159.71546693353,21.9723008345792,500,Kekaha Elementary,8140 Kekaha Road,Kekaha,96752,Kauai,DOE,EOEL
-157.735178999664,21.3718500004198,501,Keolu Elementary,1416 Keolu Drive,Kailua,96734,Oahu,DOE,EOEL
-154.929108807707,19.5260990657492,502,Keonepoko Elementary,15-890 Kahakai Boulevard,Pahoa,96778,Hawaii,DOE,EOEL
-157.013675975619,21.085561543105,503,Kilohana Elementary,334 Kamehameha V Highway,Kaunakakai,96748,Molokai,DOE,EOEL
-155.818951483195,20.2370368257288,504,Kohala Elementary,54-3609 Akoni Pule Highway,Kapaau,96755,Hawaii,DOE,EOEL
-155.923186859694,19.5048450858722,505,Konawaena Elementary,81-901 Onouli Road,Kealakekua,96750,Hawaii,DOE,EOEL
-156.328820879996,20.7612175101609,506,Kula Elementary,5000 Kula Highway,Kula,96790,Maui,DOE,EOEL
-156.921926002815,20.8264150616941,507,Lānaʻi Elementary,555 Fraser Avenue,Lanai City,96763,Lanai,DOE,EOEL
-157.864171500204,21.3251040003875,508,Likelike Elementary,1618 Palama Street,Honolulu,96817,Oahu,DOE,EOEL
-157.877863264293,21.3387476951724,509,Linapuni Elementary ,1434 Linapuni Street,Honolulu,96819,Oahu,DOE,EOEL
-155.102735007846,19.5550930773658,510,Mountain View Elementary,18-1235 Volcano Road,Mountain View,96771,Hawaii,DOE,EOEL
-155.580758660533,19.0618167473341,511,Nāʻālehu Elementary ,95-5547 Mamalahoa Highway,Naalehu,96772,Hawaii,DOE,EOEL
-158.14410749962,21.3828300003453,512,Nānāikapono Elementary,89-153 Mano Avenue,Waianae,96792,Oahu,DOE,EOEL
-158.134018499849,21.3878070003139,513,Nānākuli Elementary,89-778 Haleakala Avenue,Waianae,96792,Oahu,DOE,EOEL
-154.942513895991,19.4924582053938,514,Pāhoa Elementary,15-3030 Pahoa Village Road,Pahoa,96778,Hawaii,DOE,EOEL
-157.791496493125,21.2997537114235,515,Palolo Elementary,2106 10th Avenue,Honolulu,96816,Oahu,DOE,EOEL
-156.346292134797,20.8393431248219,516,Pukalani Elementary,2945 Iolani Street,Pukalani,96768,Maui,DOE,EOEL
-157.884516000438,21.3273450002986,517,Puʻuhale Elementary,345 Puuhale Road,Honolulu,96819,Oahu,DOE,EOEL
-157.852262337075,21.482696668404,518,Waiāhole Elementary,48-215 Waiahole Valley Road,Kaneohe,96744,Oahu,DOE,EOEL
-158.121273338803,21.5762138444145,519,Waialua Elementary,67-020 Waialua Beach Road,Waialua,96791,Oahu,DOE,EOEL
-158.184248431822,21.4447286531208,520,Wai'anae Elementary,85-220 McArthur Street,Waianae,96792,Oahu,DOE,EOEL
-157.714985203571,21.3469004067497,521,Waimanalo Elementary and Intermediate,41-1330 Kalanianaole Highway,Waimanalo,96795,Oahu,DOE,EOEL
