X,Y,objectid,sch_code,sch_name,address,city,zip,phone,fax,principal,grade_from,grade_to,sch_type,website,complex,complex_area,district,island,charter,editdate
-157.934343328007,21.3811417482512,220,227,Scott Elementary,98-1230 Moanalua Road,Aiea,96701,808.483.7220,808.483.7223,Sandra J Watanabe,K,6,Elementary,http://www.alvahscott.org/,Aiea,Aiea Moanalua-Radford,Central,Oahu,0,2023/02/02 00:00:00+00
-157.884791703036,21.3418712027698,221,228,Shafter Elementary,2 Fort Shafter,Honolulu,96819,808.305.1500,808.832.3562,Alison A Higa,K,6,Elementary,https://www.shafterelementary.com,Moanalua,Aiea Moanalua-Radford,Central,Oahu,0,2023/02/02 00:00:00+00
-158.072686519934,21.490293274143,222,226,Solomon Elementary,2875 Waianae Uka Avenue,Wahiawa,96786,808.305.1800,808.624.9505,Sarah A Omalza,K,5,Elementary,http://www.solomonelementary.org,Leilehua,Leilehua-Mililani-Waialua,Central,Oahu,0,2023/02/02 00:00:00+00
-157.841170543173,21.3098755646538,223,148,Stevenson Middle,1202 Prospect Street,Honolulu,96822,808.587.4520,808.587.4523,Linell K Dilwith,6,8,Middle,http://rlsms.k12.hi.us,Roosevelt,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,0,2023/02/02 00:00:00+00
-158.050960132023,21.664143926722,224,325,Sunset Beach Elementary,59-360 Kamehameha Highway,Haleiwa,96712,808.638.8777,808.638.8789,Angela Kapualilia Pia,K,6,Elementary,http://www.sunset.k12.hi.us/,Kahuku,Castle-Kahuku,Windward,Oahu,0,2023/02/02 00:00:00+00
-158.018521114357,21.504074833765,225,229,Wahiawa Elementary,1402 Glen Avenue,Wahiawa,96786,808.622.6393,808.622.6394,Jamie Y Oshiro,K,5,Elementary,http://wes.k12.hi.us/,Leilehua,Leilehua-Mililani-Waialua,Central,Oahu,0,2023/02/02 00:00:00+00
-158.01785708717,21.4950114475596,226,230,Wahiawa Middle,275 Rose Street,Wahiawa,96786,808.305.3300,808.622.6506,Ursula Ann Kawaguchi,6,8,Middle,http://wahiawamiddle.com,Leilehua,Leilehua-Mililani-Waialua,Central,Oahu,0,2023/02/02 00:00:00+00
-157.851909548126,21.4826707791823,227,326,Waiahole Elementary,48-215 Waiahole Valley Road,Kaneohe,96744,808.239.3111,808.239.3113,Alexandra P Obra,K,6,Elementary,http://www.waiahole.org/,Castle,Castle-Kahuku,Windward,Oahu,0,2023/02/02 00:00:00+00
-155.074571145927,19.6944255978744,228,384,Waiakea Elementary,180 West Puainako Street,Hilo,96720,808.981.7215,808.981.7218,Ken K Watanabe,K,5,Elementary,http://www.waiakeaelementary.org/,Waiakea,Hilo-Waiakea,Hawaii,Hawaii,0,2023/02/02 00:00:00+00
-155.07745487999,19.7007821147341,229,389,Waiakea High,155 W. Kawili Street,Hilo,96720,808.974.4888,808.974.4880,Kelcy K Koga,9,12,High,http://waiakeahigh.k12.hi.us/,Waiakea,Hilo-Waiakea,Hawaii,Hawaii,0,2023/02/02 00:00:00+00
-155.077257642003,19.6942262374678,230,385,Waiakea Intermediate,200 West Puainako Street,Hilo,96720,808.981.7231,808.981.7237,Lisa N M Souza,6,8,Middle,http://www.waiakeatitans.org/,Waiakea,Hilo-Waiakea,Hawaii,Hawaii,0,2023/02/02 00:00:00+00
-155.067418961436,19.6836612211698,231,386,Waiakeawaena Elementary,2420 Kilauea Avenue,Hilo,96720,808.981.7200,808.981.7205,Kasie Puahala Torres Kaleohano,K,5,Elementary,http://www.waiakeawaena-elementary.com/,Waiakea,Hilo-Waiakea,Hawaii,Hawaii,0,2023/02/02 00:00:00+00
-158.121456348964,21.5763461569788,232,231,Waialua Elementary,67-020 Waialua Beach Road,Waialua,96791,808.637.8228,808.637.8225,Scott B Moore,K,6,Elementary,http://www.waialuae.k12.hi.us,Waialua,Leilehua-Mililani-Waialua,Central,Oahu,0,2023/02/02 00:00:00+00
-158.125417209844,21.5669575203205,233,232,Waialua High and Intermediate,67-160 Farrington Highway,Waialua,96791,808.637.8200,808.637.8209,Christine A Alexander,7,12,Intermediate,http://www.whis.k12.hi.us/,Waialua,Leilehua-Mililani-Waialua,Central,Oahu,0,2023/02/02 00:00:00+00
-158.184524923205,21.4446708714084,234,270,Waianae Elementary,85-220 McArthur Street,Waianae,96792,808.697.7083,808.697.7090,Ray Pikelny,K,6,Elementary,http://wes.nwcomplex.org/,Waianae,Nanakuli-Waianae,Leeward,Oahu,0,2023/02/02 00:00:00+00
-158.199457742131,21.455911281182,235,272,Waianae High,85-251 Farrington Highway,Waianae,96792,808.697.7017,808.697.7018,Disa Hauge,9,12,High,http://whs.nwcomplex.org/,Waianae,Nanakuli-Waianae,Leeward,Oahu,0,2023/02/02 00:00:00+00
-158.193324704164,21.4515568449562,236,273,Waianae Intermediate,85-626 Farrington Highway,Waianae,96792,808.697.7121,808.697.7124,John Charles Wataoka,7,8,Middle,http://wis.nwcomplex.org/,Waianae,Nanakuli-Waianae,Leeward,Oahu,0,2023/02/02 00:00:00+00
-157.954014968552,21.3981462599617,237,288,Waiau Elementary,98-450 Hookanike Street,Pearl City,96782,808.453.6530,808.453.6541,Troy Masao Takazono,K,6,Elementary,http://www.waiauelementary.org,Pearl City,Pearl City-Waipahu,Leeward,Oahu,0,2023/02/02 00:00:00+00
-156.513247344263,20.9344025212716,238,424,Waihee Elementary,2125 Kahekili Highway,Wailuku,96793,808.984.5644,808.984.5648,Paula Masako Inouye,K,5,Elementary,http://waihee.k12.hi.us,Baldwin,Baldwin-Kekaulike-Maui,Maui,Maui,0,2023/02/02 00:00:00+00
-158.011699569117,21.402030984117,239,290,Waikele Elementary,94-1035 Kukula Street,Waipahu,96797,808.677.6100,808.677.6106,Sheldon S Oshio,K,6,Elementary,http://www.waikelees.org,Waipahu,Pearl City-Waipahu,Leeward,Oahu,0,2023/02/02 00:00:00+00
-157.815191731217,21.2681880723761,240,150,Waikiki Elementary,3710 Leahi Avenue,Honolulu,96815,808.971.6900,808.971.6902,Bonnie L Tabor,K,5,Elementary,www.waikikischool.org/,Kalani,Farrington-Kaiser-Kalani,Honolulu,Oahu,0,2023/02/02 00:00:00+00
-155.789300474429,19.9461685485194,241,393,Waikoloa Elementary and Middle,68-1730 Hooko Street,Waikoloa,96738,808.883.6808,808.883.6811,Kristine Kosa-Correia,K,7,Elementary-Middle,http://www.waikoloaschool.org/,Kealakehe,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,0,2023/02/02 00:00:00+00
-156.505079281569,20.8827891864591,242,425,Wailuku Elementary,355 South High Street,Wailuku,96793,808.984.5622,808.984.5627,Beverly K Stanich,K,5,Elementary,http://wailuku.k12.hi.us,Baldwin,Baldwin-Kekaulike-Maui,Maui,Maui,0,2023/02/02 00:00:00+00
-157.949681514462,21.3907357972033,243,233,Waimalu Elementary,98-825 Moanalua Road,Aiea,96701,808.307.4500,808.483.7213,Glen Keiji Iwamoto,K,6,Elementary,http://www.waimaluelementary.org,Aiea,Aiea Moanalua-Radford,Central,Oahu,0,2023/02/02 00:00:00+00
-157.715807780264,21.3470341395671,244,327,Waimanalo Elementary and Intermediate,41-1330 Kalanianaole Highway,Waimanalo,96795,808.259.0460,808.259.0463,Noel R Richardson,K,8,Elementary-Middle,http://www.waimanaloschool.org/,Kailua,Kailua-Kalaheo,Windward,Oahu,0,2023/02/02 00:00:00+00
-159.672494363363,21.9601293627554,245,464,Waimea Canyon Middle,9555 Huakai Road,Waimea,96796,808.338.6830,808.338.6832,Melissa Ptacek Speetjens,6,8,Middle,http://www.waimeacanyonms.org/,Waimea,Kapaa-Kauai-Waimea,Kauai,Kauai,0,2023/02/02 00:00:00+00
-155.670075421393,20.0194789900779,246,387,Waimea Elementary,67-1225 Mamalahoa Highway,Kamuela,96743,808.887.7636,808.887.7640,Scott S Tamura,K,5,Elementary,http://www.waimeaelementary.k12.hi.us,Honokaa,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,0,2023/02/02 00:00:00+00
-159.668698219918,21.9573215941531,247,462,Waimea High,9707 Tsuchiya Road,Waimea,96796,808.338.6800,808.338.6807,Mahina Leigh Anguay,9,12,High,www.waimeahighschool.org,Waimea,Kapaa-Kauai-Waimea,Kauai,Kauai,0,2023/02/02 00:00:00+00
-158.015940945941,21.3855083751421,248,274,Waipahu Elementary,94-465 Waipahu Street,Waipahu,96797,808.675.0150,808.675.0121,Keith Chung Hai Hui,K,6,Elementary,http://waipahuelementary.org/,Waipahu,Pearl City-Waipahu,Leeward,Oahu,0,2023/02/02 00:00:00+00
-157.993492765876,21.3903115426576,249,277,Waipahu High,94-1211 Farrington Highway,Waipahu,96797,808.675.0222,808.675.0257,Meryl Chieko Matsumura,9,12,High,http://www.edline.net/pages/waipahu_high_school,Waipahu,Pearl City-Waipahu,Leeward,Oahu,0,2023/02/02 00:00:00+00
-158.014494825579,21.381862938407,250,278,Waipahu Intermediate,94-445 Farrington Highway,Waipahu,96797,808.675.0177,808.675.0181,Randell T Dunn,7,8,Middle,http://www.waipahuintermediate.org,Waipahu,Pearl City-Waipahu,Leeward,Oahu,0,2023/02/02 00:00:00+00
-157.835069911332,21.2966375890871,251,152,Washington Middle,1633 South King Street,Honolulu,96826,808.973.0177,808.973.0181,Michael K Harano,6,8,Middle,http://www.washington.k12.hi.us,Kaimuki,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,0,2023/02/02 00:00:00+00
-157.919482487232,21.3807463299604,252,235,Webling Elementary,99-370 Paihi Street,Aiea,96701,808.483.7240,808.483.7242,Chad M Matsuda,K,6,Elementary,http://weblingpueo.org,Aiea,Aiea Moanalua-Radford,Central,Oahu,0,2023/02/02 00:00:00+00
-158.039609482178,21.4877720767643,253,236,Wheeler Elementary,1 Wheeler Army Air Field,Wahiawa,967864198,808.305.9500,808.622.6403,Troy Tetsuo Tamura,K,5,Elementary,http://www.wheeler.k12.hi.us,Leilehua,Leilehua-Mililani-Waialua,Central,Oahu,0,2023/02/02 00:00:00+00
-158.037438311934,21.4883077774128,254,237,Wheeler Middle,2 Wheeler Army Air Field,Wahiawa,967864199,808.305.9000,808.622.6529,Samuel E Bennett,6,8,Middle,http://www.wheelm.k12.hi.us/,Leilehua,Leilehua-Mililani-Waialua,Central,Oahu,0,2023/02/02 00:00:00+00
-159.364035153871,21.9762917774812,255,463,Wilcox Elementary,4319 Hardy Street,Lihue,96766,808.274.3150,808.274.3152,Corey Dean Nakamura,K,5,Elementary,http://www.wilcox.k12.hi.us/,Kauai,Kapaa-Kauai-Waimea,Kauai,Kauai,0,2023/02/02 00:00:00+00
-157.785088746032,21.2818356824424,256,153,Wilson Elementary,4945 Kilauea Avenue,Honolulu,96816,808.733.4740,808.733.4746,Ryan A Amine,K,5,Elementary,http://wilsonschoolhawaii.org,Kalani,Farrington-Kaiser-Kalani,Honolulu,Oahu,0,2023/02/02 00:00:00+00
-155.086246995374,19.7254514366225,257,396,Connections PCS,174 Kamehameha Avenue,Hilo,96720,808.961.3664,808.961.2665,John L. Thatcher  II,K,12,Elementary-Middle-High,http://www.connectionscharterschool.org/,Hilo,Hilo-Waiakea,Hawaii,Hawaii,1,2023/02/02 00:00:00+00
-157.810820046353,21.4087399362641,258,546,Hakipuu Learning Center PCS,45-720 Keaahala Road,Kaneohe,96744,808.235.9155,808.235.9160,Charlene Hoe,4,12,Elementary-Middle-High,https://sites.google.com/site/hlctechsite96744/,Castle,Castle-Kahuku,Windward,Oahu,1,2023/02/02 00:00:00+00
-157.828908553635,21.3131713974734,259,540,Halau Ku Mana PCS,2101 Makiki Heights Drive,Honolulu,96822,808.945.1600,808.945.1604,Grandon Keoni Bunag,6,12,Intermediate,http://www.halaukumana.org/,Roosevelt,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,1,2023/02/02 00:00:00+00
-158.007008296281,21.3880573986432,260,551,Hawai'i Technology Academy PCS,94-450 Mokuola Street,Waipahu,96797,808.676.5444,808.676.5470,Leigh Fitzgerald,K,12,Elementary-Middle-High,https://hi.myhta.org,Waipahu,Pearl City-Waipahu,Leeward,Oahu,1,2023/02/02 00:00:00+00
-154.931333468672,19.5090903321146,261,561,Hawai`i Academy of Arts and Science PCS,15-1397 Homestead Road,Pahoa,96778,808.965.3730,808.965.3733,Steven Hirakami,K,12,Elementary-Middle-High,http://www.haaspcs.org/,Pahoa,Kau-Keaau-Pahoa,Hawaii,Hawaii,1,2023/02/02 00:00:00+00
-155.976474696116,19.6317960938839,262,548,Innovations PCS,75-5815 Queen Kaahumanu Highway,Kailua-Kona,96740,808.327.6205,808.327.6209,Jennifer Hiro,1,8,Elementary-Middle,http://www.ipcs.info/,Kealakehe,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,1,2023/02/02 00:00:00+00
-155.046437078613,19.7282960752829,263,562,Ka Umeke Kaeo PCS,222 Desha Avenue,Hilo,96720,808.933.3482,808.933.3488,Olani Lilly,PreK,8,Elementary-Middle,http://kaumeke.org/,Waiakea,Hilo-Waiakea,Hawaii,Hawaii,1,2023/02/02 00:00:00+00
-158.144599560978,21.3806527596309,264,545,Ka Waihona O Ka Naauao PCS,89-195 Farrington Highway,Wai'anae,96792,808.620.9030,808.620.9036,Kalehua Krug,K,8,Elementary-Middle,http://www.kawaihonapcs.org/,Nanakuli,Nanakuli-Waianae,Leeward,Oahu,1,2023/02/02 00:00:00+00
-158.194514714807,21.4566712073172,265,275,Kamaile Academy PCS,85-180 Ala Akau Street,Waianae,96792,808.697.7110,808.697.7115,Paul Kepka,K,12,Elementary-Middle-High,http://www.kamaile-academy.org/,Waianae,Nanakuli-Waianae,Leeward,Oahu,1,2023/02/02 00:00:00+00
-155.651386462397,20.0155147903158,266,397,Kanu O Ka Aina PCS,64-1043 Hi'iaka St.,Kamuela,96743,808.887.1117,808.887.0030,Allyson Tamura,K,12,Elementary-Middle-High,http://www.kalo.org/,Honokaa,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,1,2023/02/02 00:00:00+00
-159.300737323908,22.1392891776599,267,564,Kanuikapono PCS,4333 Kukuihale Road,Anahola,96703,808.823.9160,808.823.9140,Ku'uipo Torio-Kauhane,K,12,Elementary-Middle-High,http://kanuikapono.org/,Kapaa,Kapaa-Kauai-Waimea,Kauai,Kauai,1,2023/02/02 00:00:00+00
-155.633572297367,19.0399182160629,268,552,Kau Learning Academy,94-1581 Kaulua Circle,Naalehu,96772,808.498.0761,808.498.0763,Kathryn Tydlacka-McKown,3,7,Elementary,http://www.kaulearning.com,Kau,Kau-Keaau-Pahoa,Hawaii,Hawaii,1,2023/02/02 00:00:00+00
-159.397766525255,21.9660923033216,269,565,Kawaikini NCPCS,3-1821 J Kaumualii Hwy,Lihue,96766,808.632.2032,808.246.4835,Kaleimakamae Ka'auwai,K,12,Elementary-Middle-High,http://www.kawaikini.com,Kauai,Kapaa-Kauai-Waimea,Kauai,Kauai,1,2023/02/02 00:00:00+00
-155.035613021747,19.7328245676296,270,549,Ke Ana Laahana PCS,162 Baker Avenue,Hilo,96720,808.961.6228,808.961.6229,Kamaka Gunderson,7,12,Intermediate,http://www.kalpcs.com/,Waiakea,Hilo-Waiakea,Hawaii,Hawaii,1,2023/02/02 00:00:00+00
-155.028108999244,19.6047743978988,271,563,Ke Kula 'o Nawahiokalani'opu'u Iki Laboratory PCS,16-120 Opukahaia Street  Suite 2,Keaau,96749,808.982.4260,808.966.7821,Kauanoe Kamana,PreK,8,Elementary-Middle,http://nawahi.org/,Keaau,Kau-Keaau-Pahoa,Hawaii,Hawaii,1,2023/02/02 00:00:00+00
-157.81797975698,21.4104867172167,272,547,Ke Kula 'o Samuel M. Kamakau  LPCS,46-500 Kuneki Street,Kaneohe,96744,808.235.9175,808.235.9173,Meahilahila Kelling,K,12,Elementary-Middle-High,http://www.kamakau.com,Castle,Castle-Kahuku,Windward,Oahu,1,2023/02/02 00:00:00+00
-159.715655245131,21.97251665751,273,556,Ke Kula Niihau O Kekaha LPCS,8135 Kekaha Road,Kekaha,96752,808.337.0481,808.337.1289,Tia Koerte,K,12,Elementary-Middle-High,http://www.hawaiicharterschools.com/school/ke-kula-niihau-kekaha-pcs,Waimea,Kapaa-Kauai-Waimea,Kauai,Kauai,1,2023/02/02 00:00:00+00
-156.44999980011,20.7719019190693,274,554,Kihei Charter School,300 Ohukai Road  #209,Kihei,96753,808.875.0700,808.874.6745,John Colson,K,12,Elementary-Middle-High,http://www.kiheicharter.org/,Maui,Baldwin-Kekaulike-Maui,Maui,Maui,1,2023/02/02 00:00:00+00
-155.920527012333,19.515632097446,275,566,Kona Pacific PCS,79-7595 Mamamlahoa Highway,Kealakekua,96750,808.322.4900,808.322.4906,Shaheer Faltas,K,8,Elementary-Middle,http://www.kppcs.org,Konawaena,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,1,2023/02/02 00:00:00+00
-154.834125643134,19.4706440636676,276,557,Kua O Ka La NCPCS,14-5322 Kaimu/Kapoho Road - Hwy. 137  Mile Marker 10,Pahoa,96778,808.965.5098,808.965.9618,Pilimai Traub,K,12,Elementary-Middle-High,http://kuaokala.org/,Pahoa,Kau-Keaau-Pahoa,Hawaii,Hawaii,1,2023/02/02 00:00:00+00
-157.039977360802,21.1592239721552,277,411,Kualapuu Elementary PCS,260 Farrington Avenue,Kualapuu,96757,808.567.6900,808.567.6906,Lydia Trinidad,K,6,Elementary,http://kualapuuschool.weebly.com,Molokai,Hana-Lahainaluna-Lanai-Molokai,Maui,Molokai,1,2023/02/02 00:00:00+00
-159.711166776306,21.9690771678244,278,466,Kula Aupuni Niihau PCS,8315 Kekaha Road  Suite P,Kekaha,96752,808.337.2022,808.337.2033,Hedy Sullivan,K,12,Elementary-Middle-High,http://www.kanakapcs.org/,Waimea,Kapaa-Kauai-Waimea,Kauai,Kauai,1,2023/02/02 00:00:00+00
-157.72418918605,21.3931997410179,279,320,Lanikai Elementary PCS,140 Alala Road,Kailua,96734,808.266.7844,808.266.7848,Ed Noh,K,6,Elementary,http://lanikaischool.com/,Kalaheo,Kailua-Kalaheo,Windward,Oahu,1,2023/02/02 00:00:00+00
-155.226440551328,19.9803882683478,280,377,Laupahoehoe Community PCS,35-2065 Old Mamalahoa Highway,Laupahoehoe,96764,808.962.2200,808.962.2202,Michael Okoye,PreK,12,Elementary-Middle-High,http://www.lcpcs.org/,Laupahoehoe,Hilo-Waiakea,Hawaii,Hawaii,1,2023/02/02 00:00:00+00
-157.702325628458,21.3393533311358,281,550,Malama Honua PCS,41-054 Ehukai Street,Waimanalo,96795,808.259.5522,808.259.5525,Denise Espania,K,4,Elementary,http://www.malamahonuapcs.org/,Kailua,Kailua-Kalaheo,Windward,Oahu,1,2023/02/02 00:00:00+00
-157.859634701571,21.3074875428349,282,544,Myron B. Thompson Academy,1040 Richards St.  Ste. 220,Honolulu,96813,808.441.8001,808.683.7062,Diana Oshiro,K,12,Elementary-Middle-High,http://www.ethompson.org/,McKinley,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,1,2023/02/02 00:00:00+00
-155.108681182008,19.5491924166355,283,398,Na Wai Ola PCS,18-1355 Volcano Highway  P.O. Box 711539,Mountain View,96771,808.968.2318,808.968.0778,Jason Wong,PreK,6,Elementary,http://nawaiolapcs.org/,Keaau,Kau-Keaau-Pahoa,Hawaii,Hawaii,1,2023/02/02 00:00:00+00
-157.79198478743,21.2717312967161,284,567,SEEQS PCS,845 22nd Ave.,Honolulu,96816,808.677.3377, ,Buffy Cushman-Patz,6,8,Middle,http://www.seeqs.org/,Kalani,Farrington-Kaiser-Kalani,Honolulu,Oahu,1,2023/02/02 00:00:00+00
-157.838717371618,21.3058583066871,285,543,University Laboratory,1776 University Avenue  UHS Bldg 3  #121,Honolulu,96822,808.956.7833,808.956.7260,Keoni Jeremiah,K,12,Elementary-Middle-High,http://www.universitylaboratoryschool.org/,Roosevelt,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,1,2023/02/02 00:00:00+00
-155.240828169945,19.4235803701537,286,560,Volcano School of Arts and Sciences,99-128 Old Volcano Road,Volcano,96785,808.985.9800,808.985.9898,Kalima Cayir,K,8,Elementary-Middle,http://volcanoschool.com/,Keaau,Kau-Keaau-Pahoa,Hawaii,Hawaii,1,2023/02/02 00:00:00+00
-157.822927380669,21.2957984057911,287,541,Voyager PCS,2428 Wilder Avenue,Honolulu,96822,808.521.9770,808.521.9772,Jeffrey Vilardi,K,7,Elementary-Middle,http://voyagerschool.com,McKinley,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,1,2023/02/02 00:00:00+00
-157.792775019449,21.2764202400359,288,149,Waialae Elementary PCS,1045 19th Avenue,Honolulu,96816,808.733.4880,808.733.4886,Kapono Ciotti,K,5,Elementary,http://www.waialae.edu/,Kalani,Farrington-Kaiser-Kalani,Honolulu,Oahu,1,2023/02/02 00:00:00+00
-155.670185437773,20.0193988082491,289,394,Waimea Middle PCS,67-1229 Mamalahoa Hwy.,Kamuela,96743,808.887.6090,808.887.6087,Amy Kendziorski,6,8,Middle,http://waimeamiddleschool.org/,Honokaa,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,1,2023/02/02 00:00:00+00
-155.989792617388,19.6344359464787,290,399,West Hawai'i Explorations PCS,73-4460 Queen Kaahumanu Hwy.  PMB 503 Highway  Suite #105,Kailua-Kona,96740,808.327.4751,808.327.4750,Heather Nakakura,6,12,Intermediate,http://www.whea.net/,Kealakehe,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,1,2023/02/02 00:00:00+00
-158.047620045153,21.3448496483864,291,0,Honouliuli Middle (6th Grade Only),"91-559 Maunakapu St.
",Ewa Beach,96706,808.829.7168, ,Todd Fujimori, ,0,Middle,https://www.honouliuli.k12.hi.us/,Kapolei,Campbell-Kapolei,Honolulu,Oahu,0,2023/02/02 00:00:00+00
-156.443302795033,20.7617365637277,292,0,Kulanihakoʻi High,"Kulanihakoi St &, Piilani Hwy",Kihei,96753,808.727.6700,808.727.6722,Halle Maxwell, ,0,High,https://www.khsmaui.org/,Maui,Baldwin-Kekaulike-Maui,Maui,Maui,0,2023/08/15 00:00:00+00
